name,ratings_average,ratings_count,acidity,fizziness,sweetness,tannin
Mazis-Chambertin Grand Cru Cuvée Madeleine Collignon,4.4,1016,3.9900656,0.0,2.1826844,2.6312659
Corton-Charlemagne Grand Cru,4.4,1007,3.2476697,0.0,1.7261328,3.3338401
Gevrey Chambertin 1er Cru 'Aux Combottes',4.4,1002,4.1931877,0.0,1.7836701,2.8043034
Brunello di Montalcino Riserva,4.4,987,3.904977,0.0,1.5762314,3.6321075
La Poza de Ballesteros,4.4,987,3.3650222,0.0,1.780659,3.7674932
Chambertin Clos de Bèze Grand Cru,4.4,983,4.0507774,0.0,1.7697161,2.7508845
Palazzi Rosso Toscana,4.4,961,3.1346312,0.0,2.0513432,3.2222164
Amarone della Valpolicella Riserva,4.4,958,2.49915,0.0,3.1706653,2.2274282
Vigna Colonnello Barolo Riserva Bussia,4.4,957,4.46639,0.0,1.4191498,4.275629
Barolo Riserva Leon,4.4,948,4.65733,0.0,1.5542421,4.4133496
Dona Ermelinda Grande Reserva,4.4,933,2.8185594,0.0,2.167271,3.301781
Carmin,4.4,931,3.7490327,0.0,1.8026053,3.7262545
Les Manyes,4.4,924,3.5719585,0.0,1.6663749,3.4206765
Reserva Particular de Recaredo Gran Reserva Brut Nature,4.4,923,3.393993,3.3382254,1.7896918,3.3338401
Gabbro Toscana,4.4,921,3.079783,0.0,1.9114742,3.1783893
Mossone,4.4,892,3.1251633,0.0,1.8143501,2.990318
Campo Alla Sughera,4.4,888,3.096663,0.0,1.9313414,2.921205
Delicado Cosecha Pedro Ximénez,4.4,870,3.0970087,0.0,4.565912,3.3338401
Corton-Bressandes Grand Cru,4.4,861,3.7803164,0.0,1.5309752,2.3176732
Historical XIXth Century Wine,4.4,807,3.5956354455095862,0.0,1.7896918,3.3338401
Tinto,4.4,803,3.4960372,0.0,2.1377509,3.315122
Brunello di Montalcino Riserva,4.4,801,3.868947,0.0,1.6650461,3.6140542
Valmezzane Amarone della Valpolicella,4.4,799,2.420255,0.0,3.2709465,2.2542634
Vénus Blanc de Blancs Brut Nature Champagne Grand Cru 'Avize',4.4,794,4.5457225,4.424745,1.7896918,3.3338401
Barrosu Cannonau di Sardegna Riserva Franzisca,4.4,794,3.1168516,0.0,1.5870914,3.0682156
Les Beaux Monts Vosne-Romanée 1er Cru,4.4,787,4.114098,0.0,1.5677487,2.6404543
Le Petit Cheval Bordeaux Blanc,4.4,782,2.9790158,0.0,2.0212228,3.3338401
Tessons Clos de Mon Plaisir Meursault,4.4,761,3.2486935,0.0,1.8588678,3.3338401
Colheita Porto,4.4,741,3.048492,0.0,4.8262177,3.3338401
Romanée-Saint-Vivant Grand Cru Les Quatre Journaux,4.4,731,4.1714225,0.0,2.1831164,2.6323903
Charmes-Chambertin Grand Cru,4.4,718,4.122235,0.0,1.8423979,2.8359623
Brunello di Montalcino Riserva,4.4,714,3.872301,0.0,1.5780381,3.6132202
Semel Pater,4.4,710,3.131975,0.0,1.7583334,2.978282
Barbaresco Asili,4.4,710,4.664794,0.0,1.4280901,4.14382
Charmes-Chambertin Grand Cru,4.4,709,4.2005577,0.0,1.8818123,2.8281336
Corton-Charlemagne Grand Cru,4.4,708,3.2199056,0.0,1.9106728,3.3338401
Grands-Echezeaux Grand Cru,4.4,700,3.8922136,0.0,1.8514493,2.7224967
Sancerre 'Clos la Néore',4.4,699,4.02023,0.0,1.566774,3.3338401
Fanòi Primitivo,4.4,695,1.7209091,0.0,2.8254397,2.1304173
Châteauneuf-du-Pape Réservé Blanc,4.4,668,3.2144742,0.0,1.9536152,3.3338401
Asili Barbaresco Vecchie Viti,4.4,668,4.4989524,0.0,1.5085576,4.1181383
Vosne-Romanée 1er Cru 'Les Suchots',4.4,651,4.11411,0.0,1.7735106,2.7901998
Nebro Ribera del Duero,4.4,647,3.786551,0.0,1.6623546,3.627431
Cream Tradición Vos 20 Years,4.4,623,3.5464005,0.0,3.813026,3.3338401
Clos de Vougeot,4.4,608,4.0593004,0.0,1.7483782,2.907331
30 Year Old Tawny Port,4.4,602,2.9178329,0.0,4.385495,3.3338401
Gorgona,4.4,592,3.869,0.0,2.184011,3.3338401
Les Blanchiens Brut Nature Champagne Premier Cru,4.4,590,4.163317,4.065468,1.7896918,3.3338401
Saint-Émilion Grand Cru,4.4,589,3.4226437,0.0,1.7499928,3.6329746
Valdegatiles Ribera del Duero,4.4,587,3.8034573,0.0,1.7257144,3.2869773
Puligny-Montrachet Premier Cru Les Combettes,4.4,582,3.1358716,0.0,1.7941012,3.3338401
Montefico Barbaresco Vecchie Viti,4.4,581,4.649112,0.0,1.5138121,4.201723
Paralupi Appassimento,4.4,575,2.140114,0.0,2.8846805,2.606918
Luminaria Primitivo di Manduria,4.4,563,1.8724487,0.0,2.9457364,2.104178
Giorgio Bartholomäus,4.4,554,3.150352,0.0,1.8178593,3.2496185
Charmes-Chambertin Grand Cru Les Mazoyères,4.4,548,3.7261949,0.0,2.1888883,2.4620166
Grands-Échezeaux Grand Cru,4.4,544,4.2671757,0.0,1.8359898,2.6211526
Corton Grand Cru 'Clos Rognet',4.4,543,3.771881,0.0,2.1525695,2.3959322
Nuits-Saint-Georges 1er Cru 'Aux Thorey',4.4,543,4.1987147,0.0,1.7095836,2.585558
Chevalier-Montrachet Grand Cru Les Demoiselles,4.4,532,3.3081732,0.0,1.9245895,3.3338401
123 Brunello di Montalcino Riserva,4.4,525,3.8688908,0.0,1.4223372,3.6491272
50 Old Vines Vecchie Vigne Negroamaro,4.4,510,2.4967277,0.0,2.8037245,3.1225617
Amarone Classico Monte Danieli,4.4,504,2.4180279,0.0,3.148534,2.4624083
Novicium Estate,4.4,495,3.8662605,0.0,1.466593,3.0751662
Librante Primitivo di Manduria,4.4,491,2.0291247,0.0,2.8891466,2.563917
Fort Ross Seaview Home Field Pinot Noir,4.4,483,3.4607437,0.0,1.7102238,2.0731697
Gold Series Syrah,4.4,477,3.1688762,0.0,2.1947496,3.75523
Puligny-Montrachet Premier Cru ' Clos de la Truffière',4.4,475,3.340396,0.0,1.7297885,3.3338401
Clos Saint Denis Grand Cru,4.4,474,4.1495495,0.0,2.0073063,2.5575855
Vigna Madonna Assunta La Villa Barolo Riserva,4.4,470,4.232108,0.0,1.6877671,4.1419063
Brunello di Montalcino Riserva,4.4,461,3.8492885,0.0,1.4949095,3.781737
Cěrǎsum Riserva Amarone della Valpolicella,4.4,460,2.254099,0.0,3.1995063,2.2319505
Giunonico Riserva Primitivo di Manduria,4.4,460,2.4705703,0.0,3.0336692,2.5188973
Bonnes Mares Grand Cru,4.4,452,4.127239,0.0,1.7079902,2.7849274
Grands-Échézeaux Grande Cuvée Vieilles Vignes,4.4,449,3.914567,0.0,2.2055523,2.6039402
Falletto Barbaresco Rabaja,4.4,448,4.74757,0.0,1.6003922,4.1209636
Puligny-Montrachet 1er Cru 'La Garenne',4.4,442,3.2488666,0.0,1.7384791,3.3338401
Dolç de L'Obac,4.4,440,3.5956354455095862,0.0,1.7896918,3.3338401
Tokaji Aszú 6 Puttonyos,4.4,439,4.8955555,0.0,4.8951044,3.3338401
Brunello di Montalcino Riserva,4.4,437,3.762634,0.0,1.7681414,3.5012655
Mazis-Chambertin Grand Cru,4.4,433,4.170031,0.0,1.9580156,2.6929922
Grands-Echezeaux Grand Cru,4.4,432,4.2906613,0.0,1.2915536,2.545603
Clos de la Roche Grand Cru,4.4,429,4.029349,0.0,1.7518054,2.7189612
Arché,4.4,429,2.9899054,0.0,2.2005763,3.135536
Puligny-Montrachet 1er Cru 'Les Champs Gains',4.4,429,3.266688,0.0,1.1076646,3.3338401
Cuvée Risleus Brut Champagne Premier Cru,4.4,415,4.3493085,4.3301077,1.7896918,3.3338401
Chambolle-Musigny Les Cabottes,4.4,413,4.1607304,0.0,1.453535,2.5458186
Guglielmi di Jago Amarone della Valpolicella Classico,4.4,408,2.3768718,0.0,3.2615898,2.4535384
Hohenmorgen G.C,4.4,378,4.530173,0.0,1.8806442,3.3338401
Attunga 1865 Shiraz,4.4,371,2.999023,0.0,2.2782757,3.2360806
Château de Cîteaux Meursault 1er Cru 'Charmes' Blanc,4.4,368,3.431202,0.0,1.4910929,3.3338401
Aphrodite,4.4,367,3.537,0.0,1.6931167,3.4953165
Chambolle-Musigny Premier Cru Les Charmes,4.4,364,4.2270317,0.0,2.0298634,2.6164844
Il Ritrovo,4.4,363,3.0390668,0.0,1.4055465,3.200187
Rioja Blanco Reserva,4.4,361,3.2929113,0.0,1.8718536,3.3338401
Charmes-Chambertin Grand Cru,4.4,359,4.250017,0.0,1.4393288,2.4363687
40 Years Old Tawny Port,4.4,357,3.147774,0.0,4.3973284,3.3338401
Chambertin Grand Cru,4.4,354,4.2148833,0.0,1.3646986,2.5801356
Brunello di Montalcino Riserva,4.4,351,3.8615823,0.0,1.827931,3.71215
Bâtard-Montrachet Grand Cru,4.4,347,3.2141867,0.0,1.9060409,3.3338401
Grand Vin,4.4,343,3.3251436,0.0,1.4750085,3.4871912
Meursault 1er Cru 'Perrières',4.4,342,3.0303018,0.0,1.7233584,3.3338401
Brunello di Montalcino Riserva,4.4,339,3.9070148,0.0,1.6260442,3.699386
Morey-Saint-Denis Tres Girard,4.4,339,4.06517,0.0,2.1216843,2.625106
Les Boudots Nuits-Saint-Georges 1er Cru,4.4,339,4.0359554,0.0,1.8146675,2.7914405
Os Paulistas Chão dos Eremitas Vinhas Velhas,4.4,334,2.949739,0.0,1.7124717,2.8810358
Brunello di Montalcino Riserva,4.4,333,3.951495,0.0,1.5380671,3.806289
Chambertin Clos de Bèze Grand Cru,4.4,331,4.4324017,0.0,1.8174781,2.7793422
Brunello di Montalcino Riserva,4.4,330,3.9141614,0.0,1.7867404,3.5004907
Chassagne-Montrachet 1er Cru 'Morgeot',4.4,329,3.266263,0.0,1.859133,3.3338401
Graal Amarone della Valpolicella Valpantena,4.4,328,2.7646627,0.0,2.4526687,2.8733432
Παλιές Ρίζες (Palies Rizes),4.4,313,4.299877,0.0,1.5109091,2.8617198
Brunello di Montalcino Riserva,4.4,306,3.7429292,0.0,1.3216767,3.397212
Fleur de Miraval Exclusivement Rosé Champagne,4.4,304,3.9864666,4.0947084,1.7896918,3.3338401
Réservé Châteauneuf-du-Pape,4.4,297,3.1068087,0.0,2.285097,2.9267964
Museum Collection White,4.4,297,3.5956354455095862,0.0,1.7896918,3.3338401
Los Jabalíes Single Vineyard Malbec,4.4,284,2.9868217,0.0,2.2312756,2.9608433
Chassagne-Montrachet 1er Cru 'Morgeot',4.4,283,3.1034641,0.0,2.1006103,3.3338401
Vinha Centenaria Branco,4.4,281,3.6559052,0.0,1.7899325,3.3338401
Côte Rôtie La Brocarde,4.4,278,3.8583148,0.0,1.4756179,3.5617976
Triglia Negroamaro Rosato,4.4,278,3.2711766,0.0,1.8206863,3.3338401
Charmes-Chambertin Grand Cru,4.4,277,4.311975,0.0,1.9073772,2.762556
Charmes-Chambertin Grand Cru,4.4,276,3.9637978,0.0,1.7125001,2.4679005
Brunello di Montalcino Riserva,4.4,273,3.939,0.0,1.7324257,3.4420428
Les Ruchons Sancerre Blanc,4.4,269,4.0176926,0.0,1.4099487,3.3338401
Charmes-Chambertin Grand Cru,4.4,268,4.2897277,0.0,1.989472,2.6261158
Barolo Riserva,4.4,265,4.5063972,0.0,1.5470767,4.3355017
Hyde Vineyard Chardonnay,4.4,265,2.8356404,0.0,2.219666,3.3338401
Dogs of the Barossa Shiraz,4.4,264,3.048867,0.0,2.0760252,3.2874637
Chambolle-Musigny Premier Cru 'Les Feusselottes',4.4,262,3.87661,0.0,1.6478531,2.4941669
Nuits-Saint-Georges,4.4,257,4.156226,0.0,2.2210526,2.4711297
Estate Reserve Viognier,4.4,257,1.7106149,0.0,2.6232803,3.3338401
Il 'Divasco' Riserva,4.4,255,3.8098495,0.0,1.6379265,3.915937
Minami,4.4,246,3.27634,0.0,1.9322877,3.9889214
Peña Lobera,4.4,234,3.5274763,0.0,1.5666758,3.6499593
Champ Cain Extra Brut Champagne Grand Cru 'Avize',4.4,234,4.2807527,4.111373,1.7896918,3.3338401
Belles Soeurs Cuvée Pinot Noir,4.4,229,3.9554749,0.0,1.401519,2.244193
Lot 1,4.4,226,3.8397396,0.0,1.6270138,3.5317361
Clos Vougeot Grand Cru,4.4,226,4.3224115,0.0,1.5743816,2.9310076
Fino La Barajuela,4.4,222,3.5956354455095862,0.0,1.7896918,3.3338401
Gallina Barbaresco,4.4,219,4.551324,0.0,1.2867978,4.233596
Le Lucére Brunello di Montalcino Riserva,4.4,213,3.807475,0.0,1.3794554,3.6851978
Tinto,4.4,203,3.8779726,0.0,1.2881361,3.7994556
Schlehdorn Riesling Trocken,4.4,202,4.1531935,0.0,1.8329831,3.3338401
Chardonnay,4.4,201,3.037445,0.0,2.0630836,3.3338401
Petracs Furmint,4.4,200,4.0452156,0.0,1.8436364,3.3338401
Kalkofen G.C,4.4,188,4.07101,0.0,1.6690775,3.3338401
Castellberg Pinot Noir,4.4,187,3.5972824,0.0,1.4879236,2.311893
Bual Madeira,4.4,187,4.0222726,0.0,4.8087187,3.3338401
Ipsus Chianti Classico Gran Selezione,4.4,185,3.9390612,0.0,1.3114364,3.7746596
Todeschini Distique Saint-Émilion Grand Cru,4.4,185,3.4609382,0.0,1.7351134,3.6744986
Chemin du Bois Champagne,4.4,184,4.5432525,4.3879156,1.7896918,3.3338401
Vieilles Vignes La Parcelle 8 Apalta,4.4,184,3.02956,0.0,1.3568329,3.3099706
Vignes Centenaires 'La Richemone',4.4,182,3.9412558,0.0,1.6225348,2.1420696
Corton-Charlemagne Grand Cru,4.4,178,2.9808614,0.0,1.4072659,3.3338401
110 e Lode Merlot,4.4,174,2.6912735,0.0,2.1146274,3.3302798
Chablis Grand Cru 'Les Clos',4.4,173,3.915051,0.0,1.5889286,3.3338401
Freienfeld Cabernet Sauvignon Riserva,4.4,173,2.88696,0.0,1.9226389,3.1995988
Musigny Grand Cru,4.4,171,4.4048176,0.0,1.4583396,2.947396
Charmes-Chambertin Grand Cru,4.4,170,4.3585243,0.0,2.327213,2.6509013
Carpathia Heritage,4.4,166,3.1726356,0.0,2.3222482,3.268372
Sous L'Escalier Petite Arvine du Valais,4.4,164,4.512903,0.0,2.6048386,3.3338401
Corton-Charlemagne Grand Cru,4.4,164,2.662353,0.0,1.8717645,3.3338401
Predappio Massera,4.4,161,2.3762434,0.0,1.8276721,2.7059789
El Escolladero,4.4,161,3.8649592,0.0,1.5979935,3.50615
Roccolo Ludwig Barth von Barthenau,4.4,155,3.336474,0.0,1.7900001,2.7045262
Pandorga,4.4,148,3.5956354455095862,0.0,1.7896918,3.3338401
Barolo Bussia Vigna Munie,4.4,141,4.493274,0.0,1.2171682,4.291106
Trebbiano d'Abruzzo,4.4,140,3.9178092,0.0,2.4094381,3.3338401
Annunziata Barolo Riserva,4.4,138,4.8139467,0.0,1.2837288,4.6669974
Cannubi Barolo,4.4,82,4.711738,0.0,1.5637833,4.504499
Costasera Amarone della Valpolicella Classico,4.3,93397,2.2137997,0.0,3.2297275,2.241271
Amarone della Valpolicella Classico,4.3,77515,2.2436204,0.0,3.249773,2.2276826
Le Serre Nuove,4.3,50411,3.4638002,0.0,1.6401124,3.8654778
Ribera del Duero Reserva,4.3,37394,3.6510444,0.0,1.9142109,3.5788078
Saint-Julien (Grand Cru Classé),4.3,37174,4.220461,0.0,1.6682789,3.916385
Saint-Estèphe (Grand Cru Classé),4.3,35624,4.2593036,0.0,1.6222875,4.3646746
Malleolus,4.3,34630,3.6814659,0.0,1.8257612,3.5076983
Saint-Julien (Grand Cru Classé),4.3,33618,4.2215004,0.0,1.7608945,3.9169717
Saint-Julien (Grand Cru Classé),4.3,32627,4.1619315,0.0,1.6095014,3.8521972
Pian delle Vigne Brunello di Montalcino,4.3,31363,3.7869322,0.0,1.6081825,3.439114
Amarone della Valpolicella Classico,4.3,27794,2.2788243,0.0,3.279088,2.3363032
Cabernet - Cabernet,4.3,27436,3.1445348,0.0,1.9815465,3.288324
Pessac-Léognan (Grand Cru Classé de Graves),4.3,25444,4.2328806,0.0,1.6600603,4.2683516
Dagromis Barolo,4.3,20685,4.5853696,0.0,1.5525979,4.2813616
Chardonnay,4.3,18694,2.992915,0.0,2.2345717,3.3338401
Bricco dell'Uccellone Barbera d'Asti,4.3,17625,3.8818424,0.0,1.8737041,2.405632
Il Pino di Biserno,4.3,17566,3.0246398,0.0,1.9612641,3.025851
Sauternes (Premier Grand Cru Classé),4.3,17293,4.349971,0.0,4.8788157,3.3338401
Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.3,17090,3.4180737,0.0,1.7128869,3.5789669
Macán Clásico,4.3,16525,3.6308076,0.0,1.81529,3.7565541
Memorias,4.3,15980,3.5956354455095862,0.0,1.7896918,3.3338401
Mille E Una Notte,4.3,15865,2.466708,0.0,2.389165,3.1133888
Hermitage La Chapelle Rouge,4.3,15298,3.4834516,0.0,1.6923082,3.999296
Bolgheri Superiore,4.3,14242,3.4662778,0.0,1.6885566,3.933463
Chateau Buena Vista Cabernet Sauvignon Napa Valley,4.3,13415,3.289551,0.0,1.6918944,3.2363372
Barolo Riserva,4.3,12663,4.5947633,0.0,1.5603285,4.283502
Gran Malbec (X),4.3,12579,2.6869044,0.0,2.0887423,2.8184214
Esporão Private Selection Tinto,4.3,12566,2.9711084,0.0,1.8021736,3.1646738
Oreno Toscana,4.3,12407,3.1260839,0.0,1.7219682,3.1308863
Cepparello Red,4.3,12191,3.1967108,0.0,1.694051,3.0117443
Pomerol,4.3,11885,3.425362,0.0,1.6924726,3.5278409
Reserva Ribera del Duero,4.3,11233,3.7252333,0.0,1.7908615,3.561232
San Vicente Rioja,4.3,10701,3.698022,0.0,1.8541847,3.8288155
Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.3,10699,3.4400706,0.0,1.7565886,3.5354245
Gran Reserva Rioja (Finca Ygay),4.3,9595,3.701244,0.0,1.7195264,3.7326818
Victorino,4.3,9294,2.7780287,0.0,1.8342377,3.4223406
Brunello di Montalcino,4.3,8875,3.8923256,0.0,1.4268141,3.5234292
Clos de la Coulée de Serrant,4.3,8365,4.7550335,0.0,1.8554152,3.3338401
Brunello di Montalcino,4.3,8356,3.8567634,0.0,1.641485,3.612132
Côtes du Rhône,4.3,8196,3.3747108,0.0,1.8865546,2.9252746
Galatrona,4.3,7971,3.112219,0.0,1.8441745,3.055552
Brunello di Montalcino,4.3,7929,3.8106313,0.0,1.6867871,3.5761602
Brunello di Montalcino,4.3,7546,3.9228034,0.0,1.5521299,3.6206973
Gaudium,4.3,7414,3.7049477,0.0,1.7301172,3.9184062
Barbera d'Alba Vigna Francia,4.3,7315,3.8663404,0.0,1.6760427,2.3515034
Brunello di Montalcino Riserva Vigna Paganelli,4.3,7123,3.8713474,0.0,1.6121194,3.743623
Tokaji Aszú 3 Puttonyos,4.3,7080,4.8892546,0.0,4.9209304,3.3338401
Ribolla Gialla,4.3,7018,3.3096104,0.0,2.115333,3.3338401
Brunello di Montalcino,4.3,6683,3.9126227,0.0,1.6429697,3.5770845
Blanc de Blancs Brut Champagne (Vintage),4.3,6400,4.472281,4.322311,1.7896918,3.3338401
Castello della Sala Muffato della Sala,4.3,6356,3.5956354455095862,0.0,1.7896918,3.3338401
TD9,4.3,6056,3.8259566,0.0,1.6725471,3.5120857
Brunello di Montalcino,4.3,5608,3.8976326,0.0,1.6518015,3.5956202
Brunello di Montalcino,4.3,5596,3.8391123,0.0,1.6434323,3.6625977
Barbaresco Rabajà,4.3,5469,4.594954,0.0,1.5450536,4.004881
Amarone della Valpolicella Classico,4.3,5450,2.28621,0.0,3.2302346,2.1888618
25 anni Montefalco Sagrantino,4.3,5419,3.1158633,0.0,1.5398124,3.512506
Riserva Nova Domus Terlaner,4.3,5250,3.2276218,0.0,2.3061333,3.3338401
Brunello di Montalcino,4.3,5202,3.8999104,0.0,1.4919492,3.6368594
Barolo Le Vigne,4.3,5026,4.557749,0.0,1.6677053,4.371829
Lion Tamer Napa Valley Red Blend,4.3,4981,3.8570921,0.0,1.7046466,3.3586774
Bric Dël Fiasc Barolo,4.3,4947,4.6329103,0.0,1.6027927,4.374409
Barolo Sorì Ginestra,4.3,4827,4.607528,0.0,1.4964424,4.4165354
Percarlo,4.3,4808,3.213206,0.0,1.7772601,3.251966
Amarone della Valpolicella,4.3,4689,2.3465822,0.0,3.1827621,2.2820804
Pomerol,4.3,4641,3.427206,0.0,1.6095084,3.4654505
Puligny-Montrachet,4.3,4548,3.2249227,0.0,1.6064351,3.3338401
Barolo Brunate,4.3,4295,4.572561,0.0,1.640828,4.3491044
Capitel Monte Olmi Amarone della Valpolicella Classico Riserva,4.3,4229,2.4235454,0.0,3.2542012,2.4783933
Toscana Batar,4.3,4187,3.8311777,0.0,2.4811895,3.3338401
Barolo Riserva Bricco Boschis Vigna San Giuseppe,4.3,4030,4.575484,0.0,1.718982,4.4499836
Amarone della Valpolicella,4.3,4014,2.4074614,0.0,3.1891263,2.5058675
La Cueva del Contador Rioja,4.3,4013,3.7476807,0.0,1.897477,3.8145914
Saint-Joseph,4.3,3931,3.5058928,0.0,1.601572,3.270629
Pomerol,4.3,3870,3.3846567,0.0,1.6694585,3.4473553
Vecchie Vigne Brunello di Montalcino,4.3,3868,3.9151838,0.0,1.6577264,3.714271
Barolo Cerequio,4.3,3839,4.5820665,0.0,1.6345333,4.4023557
Brunello di Montalcino,4.3,3836,3.8226106,0.0,1.5966768,3.5989556
Perpetual,4.3,3809,3.4795744,0.0,1.7400707,3.2960627
Domaine des Tourettes Hermitage Rouge,4.3,3806,3.5418537,0.0,1.6275648,4.057726
Cà Bertoldi Amarone della Valpolicella Classico,4.3,3708,2.2030034,0.0,3.1258953,2.1124525
Toscana Camartina,4.3,3673,3.1647222,0.0,1.8209313,3.0193403
Pur Sang,4.3,3634,3.9940429,0.0,1.5382415,3.3338401
Lindaflor Blend,4.3,3550,3.2285435,0.0,2.6323788,2.9406312
Barolo Riserva Vigna Rionda,4.3,3530,4.5637417,0.0,1.6849188,4.3764653
Barolo Ciabot Mentin Ginestra,4.3,3525,4.607701,0.0,1.6148766,4.4585395
Chambolle-Musigny,4.3,3455,4.0891213,0.0,1.8960234,2.600401
Vacqueyras,4.3,3412,3.4521956,0.0,1.9571805,3.1417801
Barolo Ginestra Vigna del Gris,4.3,3333,4.6171455,0.0,1.5149696,4.4271502
Giallo d'Arles Greco di Tufo,4.3,3274,2.8980155,0.0,1.6963667,3.3338401
Chassagne-Montrachet,4.3,3269,3.2823174,0.0,1.5938239,3.3338401
Corte di Cama Sforzato di Valtellina,4.3,3211,4.5061083,0.0,1.9697778,4.2303834
Toscana Il Pareto,4.3,3195,3.0065615,0.0,1.8636947,3.0821085
Vigne Vecchie Gold Series Leggenda Primitivo di Manduria,4.3,3121,1.9133979,0.0,3.0665753,2.3039157
Mongovone Barbera d'Asti Superiore,4.3,2771,3.4402444,0.0,2.1969864,2.233243
Barolo Monvigliero,4.3,2758,4.5063763,0.0,1.7668234,4.126919
Gewürztraminer Lunare,4.3,2732,2.3839974,0.0,2.9494374,3.3338401
Brunello di Montalcino,4.3,2592,3.6980922,0.0,1.6416774,3.415313
Douro Quinta da Manoella VV Tinto,4.3,2548,3.239602,0.0,1.6909068,3.704223
6 Anime Puglia Rosso,4.3,2476,2.135559,0.0,2.8930955,2.6744978
Barolo Prapò,4.3,2450,4.5526896,0.0,1.5506328,4.2461057
Serral del Vell Brut Nature,4.3,2418,3.5424502,3.5726604,1.7896918,3.3338401
Rocche di Castiglione Barolo,4.3,2397,4.501871,0.0,1.5060189,4.1884637
Scrio,4.3,2322,3.1090095,0.0,1.7177784,2.986092
Merlot (Signature),4.3,2312,1.8657606,0.0,1.9690887,2.379254
Il Bricco Barbaresco,4.3,2299,4.6537747,0.0,1.5898534,4.0229735
Barbaresco Gaiun Martinenga,4.3,2298,4.591956,0.0,1.7287655,4.05455
Vigna Molsino,4.3,2269,4.6251874,0.0,1.6302043,4.283946
Pietradonice,4.3,2266,3.1051316,0.0,1.8864819,3.1683702
Bordeaux,4.3,2246,3.9396377,0.0,1.774154,3.5683084
Buisson Renard,4.3,2119,3.9708703,0.0,1.5200801,3.3338401
Nine Popes,4.3,2118,2.9806938,0.0,1.9145173,3.1510305
Rapture Cabernet Sauvignon,4.3,2117,2.968296,0.0,1.6946869,3.2336414
Royal St Robert Cuvée Pinot Noir,4.3,2099,3.414597,0.0,1.6376019,2.1664553
Blanc,4.3,2053,2.4751124,0.0,2.0515757,3.3338401
Ulysses,4.3,1980,3.755958,0.0,1.6299195,3.6223862
Amarone della Valpolicella Classico,4.3,1940,2.2746797,0.0,3.1482265,2.1792488
Barolo Paiagallo,4.3,1917,4.470939,0.0,1.7034084,4.4286523
Pajè Barbaresco,4.3,1910,4.6281357,0.0,1.5763191,4.1472893
Cuvée Impériale Châteauneuf-du-Pape,4.3,1881,3.1300437,0.0,1.6785597,2.8309696
Barolo Cannubi,4.3,1852,4.680343,0.0,1.4632843,4.4622173
Brunello di Montalcino Riserva,4.3,1825,3.9223666,0.0,1.5033569,3.7159452
Amarone della Valpolicella,4.3,1712,2.309891,0.0,3.293355,2.2626555
Amarone della Valpolicella Classico,4.3,1670,2.3476784,0.0,3.1110313,2.2685163
Cava Celler Batlle,4.3,1575,3.4646797,3.584689,1.7896918,3.3338401
Preta Cuvée David Booth Grande Reserva,4.3,1507,3.1055214,0.0,2.1380146,3.1083326
Barolo Brunate,4.3,1482,4.583945,0.0,1.8730763,4.4596047
Miserere,4.3,1392,3.5874398,0.0,1.507604,3.3331068
Crescendo,4.3,1347,3.6205332,0.0,1.6301999,3.480235
Félix Callejo (Viñedos de la Familia),4.3,1341,3.7628725,0.0,1.9716685,3.7325103
Chambertin Grand Cru,4.3,1293,3.9825957,0.0,1.7190468,2.7089093
Pessac-Léognan Blanc (Grand Cru Classé de Graves),4.3,1182,2.9458878,0.0,2.1406865,3.3338401
Amaya Arzuaga (Colección),4.3,1179,3.6540797,0.0,1.7655505,3.3883185
Brunello di Montalcino Riserva Pian di Conte,4.3,1118,3.8143263,0.0,1.8333937,3.500469
Moncerbal Bierzo (Corullón),4.3,1090,3.9696674,0.0,1.6890587,2.9701667
B Bordicon Blend,4.3,1088,3.685791,0.0,1.6767772,3.280962
Vintage Port,4.3,1076,2.9216812,0.0,4.767169,3.3338401
Vosne-Romanée,4.3,1030,4.0248237,0.0,1.9310017,2.5376325
Sassella Nuova Regina Riserva,4.3,987,4.478054,0.0,1.4810333,4.258797
Puligny-Montrachet Enseignères,4.3,941,3.35,0.0,1.5323689,3.3338401
Sauternes,4.3,938,4.305051,0.0,4.9893174,3.3338401
Platinum,4.3,883,3.2129703,0.0,2.3343668,3.1689587
Domaine Grand Veneur Châteauneuf-Du-Pape Vieilles Vignes,4.3,875,3.08676,0.0,1.4802154,3.0592542
Piovesole Amarone della Valpolicella Classico,4.3,868,2.7069697,0.0,3.077631,2.227989
Brunello di Montalcino,4.3,828,3.7889314,0.0,1.5622965,3.6129184
Cosimo Varvaglione Collezione Privata Negroamaro del Salento,4.3,826,2.5906193,0.0,2.4783223,2.7886288
Chassagne-Montrachet 1er Cru 'La Maltroie',4.3,779,3.3383968,0.0,1.522193,3.3338401
Rutherford Cabernet Sauvignon,4.3,655,3.3400948,0.0,1.652254,3.39272
Tokaji Aszú 5 Puttonyos,4.3,649,4.830215,0.0,4.8961773,3.3338401
Gratallops Partida Bellvisos,4.3,627,3.4345481,0.0,1.5160202,3.3338401
Meursault 1er Cru 'Les Genevrières',4.3,606,3.3009865,0.0,1.5436713,3.3338401
Vosne-Romanée Premier Cru 'Les Suchots',4.3,601,4.029017,0.0,2.0950086,2.6770926
